416 , Jk5h2a0j_ek, "what are they eating?"
417 , JrBhUfuagxw, "what is the last expression by the man in the video?"
418 , K6Ut3nMQPAA, "who kicks first?"
419 , KFxgXMTk39g, "where does the race car stop?"
420 , KV5nvA79vVA, "how many hats in the video?"
421 , KanVJWDHduE, "How many fish are in the video?"
422 , Kgu0AtfmKX8, "how many women in the video?"
423 , KoQD9x6VrSk, "how many times the second man flexes his muscles?"
424 , Kyig9R8E0jY, "what kind of motorbikes are in the video?"
425 , L75wb-sK0Ws, "how many gates do we see in the video?"
426 , LAa5O3ToD2c, "what is the first baby doing?"
427 , LBEnKCnLGIg, "how many times the man hits the target?"
428 , LUZHLX2pBdk, "what kind of pants does the man wear ?"
429 , La-SNVkM06w, "Why is there blue tarp over the truck's cargo?"
430 , LjSq8xGEuzw, "what is mounted on the first weapon we see?"
431 , Loyn1vxCI6E, "how many bottles of water the girl gives the man?"
432 , Lua4I9I8nfc, "how many bumps is the real truck going over?"
433 , LusRurRrmf0, "how many face masks do we see?"
434 , M76Yl8Oor8Y, "How many men are hugging in the video?"
435 , MA173ZVzSXc, "How many pairs of sneakers can be stored in the shelves behind the narrator?"
436 , MRBm4oGh6Xk, "why did the cyclist crash with the car?"
437 , MUQK3vhVOiw, "how many flags we see in the first part of the video?"
438 , MW8YVwrY6_0, "how many beds are shown?"
439 , MY7bx0IsNbo, "how many electrical outlets behind the table?"
440 , MZQzSUEgp1U, "how many red backpacks we see in the video?"
441 , Mj3kccs07fg, "how many different dishes are on the table ?"
442 , Mr5ajtVsATc, "How many scoops of food are taken out of the pot?"
443 , N2ApImsBgDI, "how many lights are blinking on the bus?"
444 , N5-nI2V_GS0, "how many times is the ping pong ball being hit?"
445 , N623MG6xnak, "how many times we see a lap top ?"
446 , NFd2lPoV8Wo, "what does the last robot do at the end of the video?"
447 , NQM30GUj_7s, "How many times does the speaker gesture with his hand?"
448 , NVkXXOpygeg, "how many fish in the drawing?"
449 , NwUjBfzE7CU, "how many people are working on the roof?"
450 , Nzi5IMGq-p8, "how many hearts are on the screen?"
451 , O-d2M-zIMPo, "how do you take an areal video?"
452 , O5Qh7EZ3M1I, "What animals are held by the second character?"
453 , O6VNkADtKV4, "what is this league of ring fights called?"
454 , OGTZn0v_g1I, "what is this knot used for?"
455 , OKy74dEPaaw, "how many cameras are in the video?"
456 , OVAy9Y-zh1E, "how many catches do we see?"
457 , OWN6O_7_Zro, "which phone app is used in the video?"
458 , OZDiRSO0tm8, "how many braids do we see in the video?"
459 , Od_pstVp5Sk, "how many light fixtures are by the door?"
460 , OtBRqhlx97A, "why is the man holding his phone up while running?"
461 , OvGHkeKuLNk, "what is behind the candy box?"
462 , OxBUQ5pV5X8, "how many Road signs did the car hit?"
463 , PAmo_TwQvOI, "how many street lamps are in the video?"
464 , PC2QTvV7DKY, "which weapon is the grenade launcher?"
465 , PJPqGJzIwfg, "What is the bong for?"
466 , POH-lLoKOLs, "How many clipboards are in the video?"
467 , PTwap56YrbE, "how many lions in the video?"
468 , PVBx6n2iGo8, "Why are clutch pencils best for Architech's sketches?"
469 , PZWAlJSL7Kc, "what is the white compound applied to the wood?"
470 , PZjuizzTJ38, "how many cuts are inflicted on the paper?"
471 , PgKOzRgYMAI, "how many times we see a colorful screen with lines in the video?"
472 , PiIrinu42DQ, "what tool is the person using?"
473 , Pkjvnn7lJEo, "what is the girl wearing?"
474 , Pne0cC8Zn70, "how may chairs we see in the video?"
475 , Ppp5gODf8PU, "how many steps is the bicyclist  jumping over?"
476 , PxeevNPl86k, "how many times the pump is pumped the first time?"
477 , Pxnq5xf6m6o, "how many fingers we see in the video?"
478 , Q6HqOkL4MCA, "how many glasses of drink did the guy drink?"
479 , Q6Zx5bJHSuU, "What is being cut in the video?"
480 , Q6aMqZwNJlg, "which animal ends up with the prey?"
481 , QJuU4NALRfs, "what is the first baby head drop into?"
482 , QZgdI0jv28o, "how many fish in the video?"
483 , Q_cDYrCPVvc, "what sport does LeBron James excel in?"
484 , Q_hGnEy6dYw, "what is the man we see?"
485 , QgQRjBsxT-M, "where did Saris originate from?"
486 , QhczbmyAPQw, "how many red round patches are on the woman's jeans?"
487 , QwSEnsMHR3I, "what happens after the tape is applied to the water?"
488 , R3wb56nmOaA, "how many doors this ambulance have in the back?"
489 , R8nElUYfrec, "What are the players doing?"
490 , R9AKnfthxxk, "which character argues with the rest about the score?"
491 , R9jhwptmirQ, "how many toys went into the dinosaur mouth?"
492 , RIbj7xukchQ, "why is the sediment rising under the phish?"
493 , RJARe9mGjK0, "what do the numbers on the white keys mean?"
494 , ROyak2UcFQo, "How many different people are shown in this video?"
495 , RRI9JuEZ5y4, "how many pieces are cut from the wood?"
496 , RXvT_6NXqaI, "what is the woman unwrapping?"
497 , RZrkA52TGBA, "How many times balls appear in the video?"
498 , Rc1h9aZ1Lv8, "what is the necklace made of?"
499 , RdgLPaYXaDI, "What are the firemen practicing?"
500 , RwDFP3Vpwoo, "what is under the hand?"
